"vrq","attain","pid","sex","sc","sid","fed","choice","med","cons","pupil"
106,6,16,"Male",20,7,0,1,0,1,16
116,4,16,"Female",0,7,0,1,0,1,15
70,2,16,"Female",0,7,1,1,1,1,5
115,6,16,"Female",0,7,0,1,0,1,7
115,4,16,"Male",0,7,0,1,1,1,6
96,3,16,"Female",0,7,0,1,0,1,38
70,2,16,"Male",0,7,0,1,0,1,17
119,10,16,"Female",1,7,1,1,0,1,8
98,5,16,"Female",0,7,1,1,1,1,1
113,6,16,"Female",0,7,0,1,1,1,4
93,4,16,"Female",20,7,1,1,1,1,39
96,10,16,"Male",20,7,1,1,1,1,36
82,4,16,"Male",0,7,1,1,0,1,35
111,10,16,"Female",20,7,0,1,0,1,34
116,10,16,"Female",1,7,1,1,0,1,32
93,3,16,"Male",0,7,0,1,0,1,31
106,3,16,"Female",0,7,1,1,0,1,29
95,6,16,"Female",0,7,0,1,0,1,33
98,4,16,"Female",0,7,0,4,0,1,30
102,4,16,"Female",0,7,0,1,0,1,12
75,2,28,"Male",0,7,0,4,0,1,15
103,5,30,"Male",0,7,0,1,0,1,31
104,9,30,"Female",20,7,1,1,1,1,30
84,2,30,"Female",0,7,0,4,0,1,16
118,9,30,"Female",31,7,1,1,0,1,25
101,8,30,"Male",31,7,0,2,0,1,29
120,10,30,"Female",31,7,0,4,1,1,32
86,3,30,"Male",0,7,0,2,0,1,26
81,2,30,"Male",0,7,0,1,1,1,24
90,2,30,"Female",20,7,0,4,0,1,23
95,10,30,"Male",20,7,0,1,0,1,17
99,6,30,"Male",0,7,1,4,1,1,18
90,2,30,"Male",0,7,0,1,0,1,33
95,9,30,"Female",0,7,0,2,1,1,20
106,7,30,"Male",0,7,1,1,0,1,21
94,6,30,"Female",20,7,1,1,1,1,22
92,2,30,"Female",0,7,1,4,0,1,19
95,6,30,"Female",0,7,0,4,1,1,12
101,2,30,"Female",0,7,0,1,0,1,14
89,2,30,"Female",0,7,1,4,1,1,13
92,4,30,"Female",0,7,1,1,1,1,15
114,3,30,"Male",0,7,0,1,0,1,11
99,6,30,"Male",0,7,0,1,0,1,8
89,3,30,"Female",0,7,0,1,0,1,10
96,5,30,"Female",0,7,0,1,0,1,9
108,10,30,"Male",31,7,0,1,0,1,28
100,8,30,"Female",1,7,1,1,0,1,4
109,10,30,"Male",0,7,0,2,1,1,5
110,4,30,"Female",20,7,1,1,0,1,27
107,10,30,"Male",20,7,0,2,0,1,1
84,2,30,"Female",0,7,0,1,0,1,7
106,9,30,"Female",0,7,0,1,0,1,3
75,2,30,"Male",0,7,1,1,1,1,6
113,10,32,"Female",31,7,0,1,0,1,40
85,2,32,"Male",0,7,0,1,0,1,44
105,8,41,"Female",31,7,0,1,0,1,18
93,2,41,"Male",0,7,0,1,1,1,10
116,10,41,"Female",0,7,1,1,1,1,2
88,7,41,"Male",31,7,1,1,0,1,3
113,7,41,"Male",1,7,1,4,1,1,4
110,7,41,"Female",0,7,0,1,0,1,7
98,4,41,"Male",0,7,0,1,0,1,1
75,2,41,"Female",0,7,1,4,1,1,6
102,7,41,"Female",0,7,0,1,0,1,8
98,3,41,"Female",0,7,0,1,0,1,9
78,2,41,"Male",20,7,0,1,0,1,20
92,2,41,"Male",0,7,0,1,0,1,17
125,10,41,"Female",0,7,1,1,0,1,15
103,10,41,"Female",20,7,0,1,0,1,16
72,2,41,"Male",0,7,0,1,0,1,13
93,9,41,"Female",20,7,0,4,0,1,11
81,3,41,"Male",0,7,0,4,0,1,14
109,5,41,"Female",0,7,0,1,0,1,12
90,2,41,"Male",0,7,0,1,0,1,19
111,10,126,"Male",31,7,0,1,1,1,10
92,3,126,"Male",0,7,0,1,0,1,5
98,3,126,"Male",0,7,1,1,1,1,8
91,2,126,"Female",0,7,0,1,0,1,7
83,2,126,"Female",0,7,0,1,1,1,6
92,7,126,"Male",0,7,1,1,1,1,11
70,2,126,"Female",0,7,1,1,1,1,9
104,2,126,"Male",0,7,0,1,0,1,3
78,2,126,"Male",0,7,0,2,0,1,1
122,10,126,"Female",0,7,0,1,1,1,2
105,5,126,"Female",0,7,1,1,1,1,12
72,3,126,"Female",0,7,0,1,0,1,4
77,2,10,"Male",0,8,0,1,0,1,2
93,2,10,"Female",0,8,0,1,0,1,5
96,7,10,"Female",0,8,0,1,0,1,4
103,10,10,"Female",20,8,1,1,1,1,3
81,2,10,"Male",0,8,0,1,0,1,7
95,7,10,"Female",20,8,0,1,0,1,6
86,2,10,"Male",20,8,0,1,0,1,1
92,6,10,"Female",0,8,0,1,1,1,8
86,2,10,"Male",0,8,0,1,1,1,16
96,7,10,"Female",0,8,0,1,1,1,18
77,2,10,"Female",0,8,0,1,0,1,10
74,2,10,"Male",0,8,1,1,1,1,12
95,3,10,"Male",0,8,0,1,1,1,11
132,10,10,"Male",31,8,0,1,0,1,15
129,10,10,"Female",20,8,0,1,1,1,13
93,5,10,"Female",0,8,1,1,1,1,14
81,2,10,"Male",0,8,0,1,1,1,17
81,2,18,"Female",0,8,1,1,1,1,18
90,2,22,"Female",20,8,0,1,1,1,6
98,3,27,"Female",0,8,1,1,1,1,19
82,2,28,"Female",0,8,0,1,0,1,20
94,6,28,"Female",0,8,1,2,1,1,6
90,2,28,"Male",0,8,0,1,0,1,7
76,2,28,"Female",0,8,1,1,1,1,12
113,10,29,"Female",0,8,0,1,0,1,33
83,2,29,"Male",20,8,0,2,0,1,35
83,2,29,"Male",0,8,0,1,0,1,34
80,2,29,"Male",0,8,0,4,0,1,36
85,4,29,"Male",0,8,0,1,0,1,26
88,2,29,"Male",0,8,1,1,0,1,22
99,3,29,"Male",0,8,0,1,0,1,31
88,3,29,"Female",0,8,1,1,1,1,12
110,10,29,"Female",0,8,0,1,0,1,32
79,2,29,"Male",0,8,0,2,0,1,40
70,2,29,"Female",0,8,1,1,1,1,42
90,4,29,"Female",0,8,0,1,0,1,38
90,4,29,"Female",0,8,0,1,0,1,24
77,2,29,"Male",0,8,0,1,0,1,37
88,2,29,"Male",0,8,0,1,0,1,39
111,10,29,"Male",0,8,0,1,0,1,25
100,2,29,"Female",0,8,1,1,1,1,30
95,7,29,"Female",20,8,0,1,0,1,41
77,2,29,"Male",0,8,0,1,0,1,28
95,5,29,"Female",0,8,0,1,1,1,29
91,5,29,"Female",0,8,0,1,0,1,27
70,2,29,"Female",0,8,0,1,0,1,43
91,4,29,"Female",0,8,0,2,0,1,5
76,2,29,"Male",0,8,0,1,0,1,10
108,9,29,"Female",31,8,0,1,0,1,23
99,4,29,"Male",0,8,0,1,0,1,2
81,2,29,"Female",0,8,0,1,1,1,6
73,4,29,"Female",0,8,0,1,1,1,19
94,3,29,"Male",0,8,0,1,0,1,20
70,2,29,"Female",0,8,0,4,0,1,1
89,2,29,"Male",0,8,0,1,0,1,3
75,2,29,"Female",0,8,0,1,0,1,8
85,4,29,"Male",0,8,1,1,1,1,21
106,9,29,"Female",0,8,0,1,0,1,13
104,9,29,"Male",20,8,0,1,0,1,14
94,6,29,"Female",0,8,0,1,0,1,18
103,6,29,"Male",0,8,0,1,0,1,17
70,1,29,"Female",0,8,0,1,0,1,15
99,3,29,"Male",0,8,0,1,0,1,16
84,2,31,"Male",0,8,0,1,1,1,12
103,7,31,"Female",0,8,0,1,0,1,9
91,6,31,"Female",0,8,0,1,0,1,38
91,7,31,"Female",20,8,0,1,0,1,31
89,2,31,"Female",0,8,0,1,1,1,28
130,10,31,"Female",20,8,1,1,1,1,40
88,4,31,"Female",0,8,0,1,0,1,41
105,8,31,"Male",0,8,1,1,0,1,27
88,2,31,"Male",0,8,0,1,0,1,14
86,3,31,"Female",0,8,0,1,0,1,15
102,8,31,"Male",0,8,0,1,0,1,17
76,2,31,"Male",0,8,0,1,1,1,16
121,10,31,"Male",0,8,0,1,0,1,29
85,4,31,"Female",0,8,0,1,0,1,30
104,10,31,"Female",0,8,0,1,0,1,13
85,3,31,"Female",0,8,1,1,1,1,33
107,7,31,"Female",0,8,0,1,0,1,23
109,10,31,"Male",0,8,0,1,0,1,21
112,10,31,"Female",0,8,0,1,0,1,24
107,9,31,"Female",20,8,1,1,0,1,22
108,10,31,"Male",0,8,0,1,0,1,20
104,7,31,"Female",0,8,0,1,0,1,25
104,7,31,"Female",0,8,0,1,0,1,37
77,2,31,"Female",0,8,0,1,0,1,32
112,8,31,"Female",0,8,0,1,0,1,35
108,7,31,"Female",0,8,0,1,0,1,36
86,5,31,"Female",20,8,1,1,0,1,34
100,5,31,"Male",0,8,0,1,0,1,19
99,5,31,"Female",20,8,0,1,0,1,3
101,7,31,"Female",0,8,0,1,0,1,8
96,3,31,"Female",0,8,0,1,1,1,10
102,3,31,"Female",0,8,0,1,0,1,4
105,10,31,"Female",0,8,0,1,0,1,2
94,7,31,"Female",1,8,1,1,0,1,1
95,5,31,"Female",0,8,0,1,0,1,26
92,5,31,"Female",0,8,0,1,0,1,7
103,2,31,"Male",20,8,0,1,1,1,11
82,2,31,"Male",0,8,0,1,0,1,6
76,2,31,"Female",0,8,0,1,1,1,18
93,3,32,"Male",20,8,1,1,1,1,33
96,3,33,"Female",0,8,0,1,1,1,12
77,2,34,"Male",0,8,0,1,0,1,1
83,2,35,"Male",0,8,0,1,0,1,9
85,3,144,"Female",0,8,0,1,0,1,1
85,2,1,"Female",0,9,0,1,0,1,36
96,3,1,"Female",31,9,0,1,0,1,52
95,3,1,"Male",0,9,1,1,1,1,29
100,6,1,"Male",0,9,0,1,1,1,45
81,3,1,"Male",0,9,0,1,0,1,46
88,2,1,"Male",0,9,0,1,0,1,40
107,9,1,"Female",0,9,1,1,0,1,43
101,4,1,"Female",31,9,1,1,0,1,53
102,10,1,"Male",20,9,0,1,0,1,42
74,2,1,"Female",0,9,0,1,0,1,54
83,3,1,"Male",0,9,0,1,0,1,11
70,1,1,"Male",0,9,0,2,0,1,33
96,4,1,"Female",0,9,0,1,0,1,31
92,5,1,"Female",0,9,0,1,0,1,32
98,4,1,"Male",0,9,0,1,0,1,34
90,5,1,"Female",0,9,1,1,1,1,28
109,8,1,"Female",20,9,0,1,0,1,44
112,9,1,"Male",0,9,0,1,0,1,49
89,3,1,"Female",0,9,0,1,0,1,51
81,2,1,"Female",0,9,0,1,0,1,27
103,10,1,"Male",0,9,0,1,0,1,47
92,4,1,"Female",1,9,1,1,0,1,35
121,10,1,"Male",0,9,0,1,0,1,30
78,2,1,"Female",0,9,0,1,0,1,16
75,2,1,"Female",0,9,0,1,0,1,23
91,6,1,"Female",0,9,0,4,0,1,21
94,6,1,"Female",0,9,1,1,0,1,15
105,4,1,"Female",0,9,0,1,0,1,25
70,3,1,"Male",0,9,0,1,0,1,14
70,3,1,"Male",0,9,0,1,0,1,20
93,10,1,"Male",0,9,0,1,0,1,18
86,3,1,"Female",0,9,0,1,1,1,24
83,2,1,"Male",20,9,0,1,0,1,19
70,2,1,"Male",0,9,1,1,0,1,22
81,2,1,"Male",0,9,0,1,0,1,10
98,6,1,"Female",0,9,1,1,1,1,12
76,2,1,"Female",0,9,0,1,0,1,13
86,2,1,"Male",0,9,0,1,0,1,3
100,3,1,"Female",0,9,0,1,0,1,2
91,4,1,"Male",0,9,1,1,0,1,9
96,4,1,"Female",31,9,1,1,0,1,26
83,2,1,"Female",0,9,1,1,0,1,6
70,2,1,"Female",0,9,0,1,0,1,5
94,3,1,"Male",20,9,0,1,0,1,4
111,10,1,"Male",0,9,0,1,0,1,1
103,7,4,"Male",20,9,0,1,0,1,4
102,7,4,"Female",0,9,0,1,1,1,6
117,9,4,"Male",0,9,0,1,0,1,5
101,6,4,"Female",0,9,0,1,0,1,2
80,3,4,"Female",0,9,0,1,0,1,3
84,2,4,"Female",31,9,1,1,1,1,1
105,9,8,"Female",0,9,1,1,1,1,14
77,2,8,"Male",0,9,0,1,0,1,1
96,6,8,"Female",0,9,0,1,0,1,11
102,9,8,"Male",31,9,1,1,1,1,9
105,2,8,"Female",0,9,0,1,0,1,12
100,2,8,"Female",31,9,0,1,0,1,10
76,2,8,"Male",0,9,0,1,0,1,15
86,4,8,"Female",20,9,1,1,1,1,8
84,4,8,"Female",31,9,1,1,0,1,2
72,2,8,"Male",0,9,0,1,1,1,7
88,1,8,"Female",0,9,1,1,0,1,5
96,3,8,"Male",20,9,0,1,0,1,3
84,2,8,"Male",0,9,0,1,0,1,4
90,5,36,"Female",0,9,1,1,1,1,17
79,2,36,"Male",0,9,0,1,0,1,13
94,4,36,"Female",20,9,0,1,0,1,12
95,5,36,"Male",0,9,1,1,0,1,1
90,2,36,"Female",0,9,0,4,0,1,25
108,10,36,"Male",20,9,0,1,0,1,5
76,1,36,"Male",0,9,0,1,0,1,8
93,7,36,"Male",0,9,0,1,0,1,11
116,8,36,"Male",0,9,0,1,0,1,9
76,2,36,"Male",0,9,0,1,0,1,14
76,3,36,"Female",0,9,1,1,1,1,15
104,10,36,"Female",0,9,0,1,0,1,7
89,3,36,"Male",0,9,0,1,0,1,6
105,10,36,"Female",31,9,0,1,0,1,24
105,10,36,"Male",0,9,1,1,1,1,22
101,4,36,"Female",0,9,0,1,0,1,21
82,3,36,"Male",0,9,0,1,1,1,18
95,6,36,"Male",31,9,0,1,0,1,36
82,5,36,"Male",0,9,1,1,0,1,34
99,4,36,"Female",31,9,1,1,0,1,26
108,3,36,"Female",0,9,0,1,0,1,23
80,2,36,"Male",0,9,1,1,1,1,27
91,7,36,"Male",20,9,0,1,0,1,19
108,7,36,"Female",0,9,0,1,0,1,4
98,5,36,"Female",0,9,0,1,0,1,38
98,3,36,"Male",0,9,0,1,0,1,31
111,9,36,"Female",31,9,1,1,0,1,3
91,4,36,"Male",0,9,1,1,1,1,2
73,2,36,"Male",0,9,0,1,0,1,37
100,6,36,"Male",0,9,0,1,0,1,28
90,3,36,"Female",0,9,0,1,0,1,30
99,2,36,"Male",0,9,0,1,1,1,29
117,10,36,"Male",20,9,0,1,0,1,32
92,5,37,"Male",0,9,1,4,1,1,5
75,1,40,"Male",0,9,1,1,0,1,19
99,8,50,"Male",0,9,0,1,1,1,21
126,9,77,"Female",0,9,1,1,1,1,7
105,4,77,"Female",0,9,1,1,1,1,6
103,8,77,"Male",0,9,1,1,1,1,5
110,9,77,"Female",0,9,0,1,0,1,10
95,4,77,"Male",0,9,0,1,1,1,4
84,4,77,"Female",0,9,0,1,0,1,11
75,2,77,"Female",0,9,0,1,0,1,8
106,8,77,"Female",0,9,0,1,0,1,15
114,10,77,"Female",0,9,0,1,0,1,16
108,10,77,"Female",0,9,1,1,1,1,13
85,3,77,"Male",0,9,0,1,0,1,14
84,4,77,"Male",20,9,1,1,1,1,9
80,3,94,"Male",0,9,0,1,0,1,10
76,1,128,"Female",0,9,0,1,0,1,12
75,2,10,"Female",0,10,0,4,0,1,9
122,10,31,"Female",31,10,1,1,1,1,39
73,3,48,"Male",0,10,0,1,0,1,10
91,2,49,"Male",1,10,0,1,1,1,22
86,2,51,"Female",20,10,0,1,0,1,9
76,3,51,"Male",31,10,0,1,0,1,3
99,3,51,"Female",0,10,0,1,1,1,11
96,7,51,"Female",0,10,1,1,1,1,12
82,5,51,"Male",1,10,0,1,0,1,4
112,10,51,"Female",1,10,0,1,0,1,5
74,2,51,"Male",20,10,0,1,0,1,6
109,8,51,"Male",20,10,1,1,1,1,10
91,2,51,"Male",31,10,1,1,1,1,8
92,2,51,"Female",0,10,0,1,0,1,2
119,8,51,"Female",0,10,0,1,1,1,1
104,8,51,"Male",0,10,0,1,0,1,7
93,3,52,"Male",0,10,0,1,0,1,1
80,5,52,"Male",0,10,1,1,1,1,2
103,5,57,"Female",31,10,0,1,0,1,2
93,5,57,"Female",0,10,0,1,0,1,14
101,7,57,"Male",0,10,0,1,0,1,7
140,10,57,"Male",1,10,1,1,1,1,5
117,10,57,"Female",1,10,0,1,0,1,4
102,10,57,"Female",31,10,1,1,1,1,11
103,9,57,"Male",0,10,0,1,0,1,9
104,8,57,"Male",0,10,0,1,1,1,12
84,7,57,"Male",20,10,0,1,0,1,8
94,2,57,"Female",0,10,0,1,0,1,13
100,7,57,"Female",0,10,1,1,0,1,26
91,3,57,"Male",0,10,0,1,0,1,20
107,10,57,"Male",20,10,0,1,0,1,17
107,10,57,"Male",20,10,0,1,0,1,16
102,10,57,"Male",0,10,0,1,0,1,19
101,6,57,"Female",0,10,1,1,1,1,18
103,6,57,"Male",20,10,0,1,1,1,1
101,4,57,"Female",0,10,0,1,0,1,23
85,10,57,"Male",20,10,0,1,0,1,22
88,4,57,"Male",20,10,0,1,0,1,15
84,3,57,"Male",0,10,0,1,1,1,24
77,2,57,"Female",0,10,1,4,1,1,21
119,10,57,"Female",1,10,1,1,1,1,25
92,3,60,"Male",0,10,0,1,0,1,5
92,4,60,"Male",0,10,0,1,0,1,1
93,3,60,"Female",20,10,0,4,0,1,4
83,2,60,"Female",0,10,0,1,0,1,3
95,8,60,"Male",20,10,0,1,1,1,2
107,5,65,"Female",0,10,0,2,0,1,6
113,7,73,"Male",0,10,0,2,1,1,4
100,4,77,"Male",0,10,0,2,0,1,12
113,8,77,"Male",20,10,1,2,1,1,2
100,3,82,"Female",0,10,1,1,1,1,14
106,10,82,"Female",0,10,0,1,1,1,20
91,2,82,"Male",0,10,0,1,1,1,19
105,8,82,"Female",0,10,0,1,1,1,16
110,8,82,"Male",0,10,1,1,0,1,17
96,2,82,"Female",0,10,0,1,0,1,18
134,10,82,"Male",20,10,1,1,1,1,15
75,2,82,"Female",0,10,0,4,0,1,12
96,4,82,"Female",20,10,0,1,0,1,3
84,2,82,"Female",0,10,0,1,0,1,4
99,10,82,"Female",20,10,0,1,0,1,5
104,9,82,"Male",0,10,1,1,0,1,2
96,10,82,"Female",0,10,0,1,1,1,22
84,3,82,"Male",31,10,0,1,0,1,13
84,2,82,"Male",0,10,0,1,0,1,21
119,7,82,"Female",20,10,0,1,0,1,23
70,2,82,"Male",0,10,0,4,0,1,9
105,3,82,"Male",0,10,0,1,0,1,7
100,2,82,"Male",0,10,0,1,0,1,11
86,2,82,"Male",20,10,0,1,0,1,1
94,8,82,"Female",20,10,1,1,1,1,10
92,5,82,"Male",31,10,0,1,1,1,6
111,8,82,"Female",0,10,0,1,1,1,8
80,2,83,"Male",0,10,0,4,0,1,1
101,5,85,"Male",31,10,0,1,0,1,32
78,1,87,"Male",0,10,0,4,0,1,45
92,3,92,"Female",0,10,0,1,0,1,1
123,10,92,"Female",20,10,1,1,1,1,13
106,10,92,"Female",0,10,1,1,1,1,3
98,3,92,"Male",20,10,0,1,0,1,6
102,3,92,"Female",0,10,0,1,0,1,7
130,10,92,"Male",0,10,0,1,1,1,12
94,3,92,"Male",0,10,0,1,1,1,16
91,4,92,"Female",0,10,0,1,0,1,15
86,2,92,"Male",0,10,0,1,0,1,2
99,7,92,"Female",0,10,1,1,1,1,9
109,5,92,"Male",0,10,1,1,0,1,14
109,9,92,"Female",0,10,1,1,1,1,4
84,3,92,"Male",0,10,1,1,1,1,11
123,4,92,"Male",0,10,0,1,0,1,8
70,2,92,"Female",0,10,0,1,0,1,10
89,5,145,"Male",0,10,0,1,0,1,1
89,3,6,"Female",20,11,0,1,0,1,48
82,2,21,"Male",0,11,1,1,1,1,30
116,8,22,"Female",0,11,0,4,1,1,10
88,7,43,"Male",20,11,0,1,0,1,2
101,10,49,"Male",20,11,0,1,1,1,17
103,10,50,"Male",0,11,0,1,0,1,1
71,2,53,"Male",0,11,0,1,0,1,2
99,2,53,"Male",0,11,0,1,0,1,4
122,10,53,"Female",20,11,1,1,1,1,1
113,2,53,"Female",0,11,0,1,0,1,5
94,4,53,"Female",20,11,1,1,1,1,7
96,2,53,"Female",0,11,0,1,0,1,8
90,3,53,"Female",0,11,0,1,0,1,9
83,1,53,"Male",0,11,0,1,0,1,3
114,10,53,"Female",20,11,0,1,0,1,11
117,10,53,"Male",20,11,0,1,0,1,10
84,3,53,"Female",20,11,1,1,1,1,6
93,5,53,"Male",0,11,0,1,0,1,13
106,4,53,"Female",0,11,0,1,1,1,14
74,2,53,"Male",0,11,0,1,1,1,21
106,10,53,"Male",20,11,0,1,0,1,20
112,9,53,"Female",20,11,0,1,0,1,12
98,9,53,"Female",0,11,0,1,0,1,16
129,10,53,"Female",1,11,1,1,1,1,15
86,5,53,"Male",0,11,0,1,0,1,24
103,9,53,"Male",31,11,0,1,1,1,22
110,10,53,"Male",20,11,0,1,0,1,23
103,10,53,"Male",20,11,1,1,0,1,17
108,9,53,"Female",0,11,0,1,1,1,18
122,10,53,"Male",31,11,1,1,1,1,19
88,3,55,"Male",20,11,1,1,1,1,4
118,4,55,"Male",0,11,0,1,0,1,2
99,2,55,"Male",0,11,0,1,0,1,1
118,10,55,"Female",20,11,0,1,0,1,3
102,10,55,"Male",20,11,1,1,1,1,6
84,2,55,"Female",0,11,0,1,0,1,5
106,10,55,"Female",0,11,1,1,1,1,11
95,7,55,"Male",0,11,1,1,0,1,13
111,8,55,"Female",0,11,1,1,1,1,8
103,10,55,"Female",20,11,1,1,1,1,10
90,3,55,"Male",20,11,0,1,0,1,9
100,5,55,"Male",0,11,0,1,0,1,7
71,2,55,"Male",20,11,0,1,0,1,12
94,3,57,"Female",20,11,0,1,0,1,3
104,9,58,"Male",20,11,0,1,1,1,6
108,9,58,"Female",0,11,0,1,1,1,8
101,5,58,"Male",0,11,0,1,0,1,2
120,10,58,"Female",1,11,1,1,1,1,7
111,10,58,"Female",20,11,1,1,1,1,3
81,2,58,"Female",20,11,0,1,0,1,11
117,10,58,"Female",0,11,0,1,1,1,13
98,7,58,"Female",31,11,0,1,1,1,12
118,10,58,"Female",0,11,1,1,0,1,10
100,7,58,"Female",0,11,1,1,1,1,9
99,4,58,"Male",0,11,0,4,0,1,1
110,9,59,"Female",0,11,0,1,0,1,3
121,10,59,"Female",0,11,0,1,1,1,2
112,5,59,"Female",0,11,0,1,0,1,5
122,10,59,"Female",20,11,0,1,1,1,4
78,2,59,"Male",0,11,1,1,1,1,1
86,4,61,"Female",20,11,1,1,1,1,12
111,8,61,"Male",0,11,0,1,0,1,2
95,7,61,"Male",0,11,0,4,0,1,3
102,7,61,"Male",0,11,1,1,1,1,1
100,3,61,"Female",31,11,1,1,0,1,4
82,3,61,"Female",0,11,0,1,0,1,11
95,3,61,"Female",31,11,0,1,1,1,9
83,3,61,"Male",0,11,0,4,0,1,8
118,10,61,"Female",20,11,1,1,1,1,10
106,10,61,"Male",1,11,1,1,1,1,5
108,9,61,"Male",20,11,1,1,1,1,57
117,10,61,"Female",20,11,0,1,1,1,48
103,8,61,"Female",1,11,1,1,0,1,49
85,3,61,"Male",0,11,0,1,0,1,52
111,10,61,"Female",20,11,1,1,1,1,55
95,4,61,"Female",0,11,0,1,0,1,56
78,2,61,"Male",0,11,0,1,0,1,54
113,10,61,"Male",31,11,0,1,0,1,65
104,6,61,"Female",31,11,0,1,0,1,63
75,2,61,"Female",1,11,0,4,0,1,51
105,9,61,"Male",0,11,0,1,0,1,50
100,9,61,"Male",0,11,0,1,0,1,64
103,8,61,"Female",0,11,0,1,0,1,47
113,7,61,"Female",0,11,0,4,0,1,67
111,10,61,"Female",20,11,0,1,0,1,22
96,10,61,"Female",20,11,0,1,0,1,16
102,9,61,"Female",20,11,0,1,1,1,17
103,6,61,"Male",0,11,0,1,1,1,23
94,7,61,"Female",0,11,0,1,0,1,14
113,10,61,"Male",31,11,1,1,1,1,21
93,10,61,"Female",0,11,1,1,0,1,53
86,2,61,"Male",0,11,1,4,1,1,19
102,10,61,"Female",0,11,1,1,1,1,13
100,2,61,"Male",0,11,0,1,0,1,18
96,8,61,"Male",0,11,0,1,0,1,15
102,8,61,"Male",20,11,0,1,0,1,25
105,6,61,"Female",0,11,1,1,1,1,20
86,2,61,"Female",0,11,0,1,0,1,68
103,10,61,"Female",1,11,1,1,1,1,43
116,10,61,"Female",0,11,0,1,0,1,44
101,4,61,"Male",0,11,0,4,0,1,42
100,10,61,"Male",20,11,1,1,0,1,30
80,3,61,"Female",0,11,0,1,0,1,46
91,2,61,"Male",20,11,0,1,1,1,29
94,8,61,"Female",20,11,0,1,0,1,28
94,2,61,"Male",0,11,1,1,0,1,41
111,10,61,"Female",20,11,0,1,0,1,40
88,2,61,"Female",0,11,0,4,0,1,45
109,10,61,"Male",20,11,1,1,0,1,37
93,5,61,"Male",31,11,0,1,0,1,39
107,9,61,"Male",20,11,1,1,1,1,38
104,10,61,"Male",1,11,1,1,1,1,66
108,10,61,"Male",20,11,0,1,0,1,62
106,4,61,"Female",0,11,0,1,0,1,61
104,7,61,"Female",1,11,0,1,0,1,26
101,9,61,"Male",20,11,1,1,0,1,58
96,4,61,"Female",31,11,0,1,1,1,60
101,8,61,"Male",20,11,0,1,0,1,59
100,7,61,"Male",0,11,0,1,0,1,27
114,10,61,"Male",20,11,0,1,0,1,34
118,10,61,"Female",0,11,0,1,0,1,36
113,10,61,"Female",1,11,0,1,1,1,32
89,2,61,"Female",0,11,1,1,0,1,33
110,10,61,"Female",20,11,0,1,0,1,35
95,9,61,"Male",20,11,0,1,0,1,31
109,10,61,"Female",20,11,0,1,0,1,24
114,10,61,"Female",1,11,1,1,1,1,70
102,10,61,"Female",0,11,1,1,1,1,69
105,10,61,"Male",20,11,0,1,0,1,72
82,2,61,"Female",31,11,0,1,0,1,71
127,10,61,"Male",1,11,1,1,1,1,7
100,9,61,"Female",20,11,1,1,1,1,6
81,2,62,"Female",0,11,0,1,0,1,4
101,2,62,"Female",0,11,0,1,0,1,1
94,6,62,"Male",0,11,0,4,0,1,3
89,3,62,"Male",0,11,0,1,0,1,2
76,2,62,"Male",0,11,0,4,0,1,7
108,10,62,"Male",20,11,0,1,1,1,5
85,4,62,"Male",20,11,1,1,1,1,6
81,3,62,"Female",0,11,0,1,0,1,8
120,10,63,"Female",1,11,1,1,1,1,4
85,4,63,"Female",0,11,1,1,1,1,2
111,10,63,"Male",0,11,0,1,0,1,3
133,9,63,"Female",1,11,0,1,0,1,1
100,10,64,"Female",31,11,1,1,1,1,1
86,5,66,"Female",31,11,0,1,0,1,1
129,10,66,"Female",20,11,1,1,1,1,2
110,10,66,"Female",0,11,0,1,1,1,12
104,10,66,"Male",20,11,1,1,1,1,7
107,1,66,"Male",0,11,0,1,0,1,14
129,10,66,"Female",20,11,1,1,1,1,10
76,2,66,"Male",0,11,0,1,0,1,8
89,3,66,"Male",20,11,0,1,0,1,9
103,10,66,"Male",31,11,1,1,1,1,5
126,10,66,"Female",1,11,0,1,1,1,6
121,9,66,"Female",0,11,0,1,0,1,11
118,8,66,"Male",20,11,1,1,1,1,4
110,9,66,"Female",20,11,0,1,1,1,3
102,4,66,"Female",0,11,0,1,1,1,13
111,9,67,"Female",0,11,1,1,1,1,3
106,3,67,"Male",31,11,1,1,0,1,4
123,10,67,"Female",20,11,0,1,1,1,2
117,10,67,"Male",1,11,0,1,0,1,8
126,10,67,"Female",31,11,1,1,1,1,1
102,6,67,"Female",1,11,1,1,0,1,6
103,9,67,"Female",0,11,0,4,0,1,7
90,9,67,"Female",0,11,1,1,0,1,9
96,5,67,"Female",31,11,0,1,0,1,5
106,10,67,"Female",1,11,0,1,0,1,10
96,2,68,"Female",0,11,0,1,1,1,1
110,8,70,"Male",0,11,0,1,0,1,8
102,10,70,"Male",20,11,0,1,0,1,6
70,2,70,"Male",20,11,0,1,0,1,5
88,5,70,"Male",0,11,0,1,1,1,2
84,3,71,"Female",0,11,0,1,0,1,6
82,2,71,"Female",0,11,0,1,0,1,5
94,2,71,"Male",0,11,1,1,1,1,3
111,7,71,"Female",0,11,0,1,0,1,1
98,2,71,"Male",0,11,0,1,0,1,7
78,2,71,"Male",0,11,0,4,0,1,8
80,3,71,"Female",0,11,0,1,0,1,2
86,2,71,"Male",0,11,1,1,1,1,10
